Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-August-2021,2.97,2.97,2.77,2.94,2.880420130307796000,17804,94,51283.00,9792,55.00,0.20,-0.03
27-August-2021,3.05,3.09,2.81,2.83,2.926288338088445078,44864,111,131285.00,21422,47.75,0.28,-0.22
26-August-2021,2.90,2.95,2.72,2.95,2.897110583612998281,12217,89,35394.00,9537,78.06,0.23,0.05
25-August-2021,2.74,2.81,2.55,2.81,2.741953935326418547,26224,109,71905.00,21153,80.66,0.26,0.07
24-August-2021,2.90,3.09,2.53,2.68,2.797574010688764787,49959,138,139764.00,32197,64.45,0.56,-0.22
23-August-2021,3.00,3.10,2.66,2.81,2.796834109912555052,15667,99,43818.00,11201,71.49,0.44,-0.19
20-August-2021,2.80,3.25,2.80,2.93,2.968743559799409218,14557,98,43216.00,9656,66.33,0.45,0.13
18-August-2021,3.28,3.28,2.96,3.08,3.056902792140641158,38680,107,118241.00,24132,62.39,0.32,-0.20
17-August-2021,3.54,3.54,3.21,3.28,3.288445699494058124,33996,93,111794.00,25998,76.47,0.33,-0.26
16-August-2021,3.55,3.57,3.30,3.38,3.449406467458043389,24430,117,84269.00,21508,88.04,0.27,-0.17
13-August-2021,3.35,3.50,3.06,3.25,3.258797306269562743,21086,93,68715.00,12017,56.99,0.44,-0.10
12-August-2021,3.24,3.30,2.75,3.26,3.205203840267149019,35935,119,115179.00,24612,68.49,0.55,0.02
11-August-2021,3.59,3.59,3.00,3.00,3.086222970737722173,33251,126,102620.00,27754,83.47,0.59,-0.59
10-August-2021,3.50,3.77,3.27,3.33,3.614122486288848263,43760,189,158154.00,36198,82.72,0.50,-0.17
9-August-2021,3.25,3.60,3.20,3.43,3.478719058900416632,12241,89,42583.00,8496,69.41,0.40,0.18
6-August-2021,3.42,3.52,3.20,3.31,3.360467113171904516,17469,78,58704.00,15609,89.35,0.32,-0.11
5-August-2021,3.45,3.45,3.35,3.35,3.354151167980955214,26884,65,90173.00,24967,92.87,0.10,-0.10
4-August-2021,3.70,3.80,3.50,3.52,3.603223038047105940,10487,106,37787.00,9318,88.85,0.30,-0.18
3-August-2021,3.40,3.63,3.40,3.63,3.553931927521244548,66723,152,237129.00,59146,88.64,0.23,0.23
2-August-2021,3.68,3.68,3.45,3.46,3.609722976643128734,77322,109,279111.00,51221,66.24,0.23,-0.22
30-July-2021,3.70,3.81,3.47,3.51,3.571345426326510815,30927,77,110451.00,17147,55.44,0.34,-0.19
29-July-2021,3.65,3.79,3.45,3.65,3.656900797950940794,50755,112,185606.00,44790,88.25,0.34,0.00
28-July-2021,3.90,3.94,3.63,3.63,3.642314220352741495,13551,70,49357.00,13450,99.25,0.31,-0.27
27-July-2021,3.95,4.15,3.80,3.82,3.868622914891026421,41065,95,158865.00,40737,99.20,0.35,-0.13
26-July-2021,3.85,4.04,3.71,3.99,3.918996135512683638,66503,164,260625.00,53739,80.81,0.33,0.14
23-July-2021,4.10,4.17,3.82,3.85,3.896724063878802077,25611,125,99799.00,20845,81.39,0.35,-0.25
22-July-2021,4.30,4.34,3.94,4.01,4.260946934554137705,65749,167,280153.00,59628,90.69,0.40,-0.29
20-July-2021,4.35,4.35,4.14,4.14,4.153404102482241200,12529,63,52038.00,12527,99.98,0.21,-0.21
19-July-2021,4.69,4.79,4.35,4.35,4.537178839896779984,71304,230,323519.00,52889,74.17,0.44,-0.34
16-July-2021,4.50,4.72,4.31,4.57,4.592250426824512293,115387,270,529886.00,94858,82.21,0.41,0.07
15-July-2021,4.50,4.50,4.10,4.50,4.442925881582217001,132801,217,590025.00,104052,78.35,0.40,0.00
14-July-2021,4.10,4.33,3.96,4.29,4.226492418378033787,43922,172,185636.00,32402,73.77,0.37,0.19
13-July-2021,4.12,4.13,3.80,4.13,4.005179522240868502,48267,206,193318.00,37108,76.88,0.33,0.01
12-July-2021,3.94,3.94,3.58,3.94,3.873072234074977141,65620,156,254151.00,55241,84.18,0.36,0.00
9-July-2021,3.70,3.76,3.55,3.76,3.715584714548802946,26064,96,96843.00,24574,94.28,0.21,0.06
8-July-2021,3.42,3.59,3.31,3.59,3.579234018782948713,28643,67,102520.00,27143,94.76,0.28,0.17
7-July-2021,3.45,3.51,3.19,3.42,3.370215801135156463,65894,147,222077.00,49793,75.57,0.32,-0.03
6-July-2021,3.09,3.41,3.09,3.35,3.179774891374687991,86536,166,275165.00,78926,91.21,0.32,0.26
5-July-2021,3.25,3.25,3.25,3.25,3.249914334665905197,8755,48,28453.00,8755,100.00,0.00,0.00
2-July-2021,3.44,3.44,3.42,3.42,3.427568042142230026,3417,14,11712.00,3417,100.00,0.02,-0.02
1-July-2021,3.48,3.48,3.48,3.48,3.479968474977013004,7613,22,26493.00,7613,100.00,0.00,0.00
30-June-2021,3.55,3.55,3.55,3.55,3.549926757812500000,8192,25,29081.00,8192,100.00,0.00,0.00
29-June-2021,3.62,3.62,3.62,3.62,3.619925389510642966,4557,25,16496.00,4557,100.00,0.00,0.00
28-June-2021,3.70,3.70,3.69,3.69,3.698167006109979633,17185,51,63553.00,17185,100.00,0.01,-0.01
25-June-2021,3.76,3.76,3.76,3.76,3.759954677889284558,6178,17,23229.00,6178,100.00,0.00,0.00
24-June-2021,3.83,3.83,3.83,3.83,3.829676674364896073,1732,19,6633.00,1732,100.00,0.00,0.00
23-June-2021,3.90,3.90,3.90,3.90,3.899924613644930267,5306,25,20693.00,5306,100.00,0.00,0.00
22-June-2021,4.00,4.00,3.97,3.97,3.970093123209169054,5584,23,22169.00,5584,100.00,0.03,-0.03
21-June-2021,4.05,4.05,4.05,4.05,4.049681528662420382,1570,20,6358.00,1570,100.00,0.00,0.00
18-June-2021,4.21,4.21,4.13,4.13,4.141695917236283022,10826,23,44838.00,10826,100.00,0.08,-0.08
17-June-2021,4.21,4.21,4.21,4.21,4.209828823854224185,1811,8,7624.00,1811,100.00,0.00,0.00
16-June-2021,4.29,4.29,4.29,4.29,4.289910775566231983,7285,18,31252.00,7285,100.00,0.00,0.00
15-June-2021,4.40,4.40,4.37,4.37,4.370117715569235888,24041,59,105062.00,24041,100.00,0.03,-0.03
14-June-2021,4.45,4.45,4.45,4.45,4.449959967974379503,8743,29,38906.00,8743,100.00,0.00,0.00
11-June-2021,4.64,4.72,4.54,4.54,4.639558063317228097,29597,82,137317.00,29497,99.66,0.18,-0.10
10-June-2021,4.62,4.63,4.62,4.63,4.623859950655615002,72146,96,333593.00,69201,95.92,0.01,0.01
9-June-2021,4.44,4.44,4.31,4.41,4.423378820485389792,80389,166,355591.00,78239,97.33,0.13,-0.03
8-June-2021,4.33,4.33,4.00,4.23,4.277595846645367412,50080,135,214222.00,39996,79.86,0.33,-0.10
7-June-2021,4.13,4.13,4.00,4.13,4.119819050614898365,66759,120,275035.00,63411,94.98,0.13,0.00
4-June-2021,3.93,3.94,3.77,3.94,3.915025695822520734,39306,110,153884.00,38306,97.46,0.17,0.01
3-June-2021,3.75,3.76,3.59,3.76,3.742822000999346581,26017,98,97377.00,24239,93.17,0.17,0.01
2-June-2021,3.58,3.59,3.43,3.59,3.579568329232833817,35768,81,128034.00,34901,97.58,0.16,0.01
1-June-2021,3.30,3.43,3.12,3.42,3.239697412184635353,49308,96,159743.00,46492,94.29,0.31,0.12
31-May-2021,3.16,3.27,3.00,3.27,3.228021742485296387,58319,80,188255.00,56982,97.71,0.27,0.11
28-May-2021,3.15,3.15,2.90,3.12,3.052333323888589805,35293,110,107726.00,23816,67.48,0.25,-0.03
27-May-2021,2.90,3.03,2.87,3.01,2.977827904929577464,36352,88,108250.00,34936,96.10,0.16,0.11
26-May-2021,2.90,2.92,2.79,2.89,2.895157009702966092,47099,79,136359.00,47099,100.00,0.13,-0.01
25-May-2021,2.80,2.80,2.67,2.79,2.791229503047056606,31834,80,88856.00,31682,99.52,0.13,-0.01
24-May-2021,2.65,2.69,2.50,2.67,2.683066330541324442,36891,68,98981.00,36851,99.89,0.19,0.02
21-May-2021,2.45,2.57,2.45,2.57,2.564448495897903372,5485,22,14066.00,5480,99.91,0.12,0.12
20-May-2021,2.65,2.65,2.42,2.45,2.545040214477211796,7460,52,18986.00,6787,90.98,0.23,-0.20
19-May-2021,2.65,2.65,2.52,2.53,2.541991635582683395,8847,39,22489.00,8837,99.89,0.13,-0.12
18-May-2021,2.55,2.68,2.44,2.65,2.639507649374595106,20067,58,52967.00,19967,99.50,0.24,0.10
17-May-2021,2.55,2.57,2.55,2.56,2.563038621129907436,9399,36,24090.00,9389,99.89,0.02,0.01
14-May-2021,2.50,2.55,2.43,2.45,2.505923975645877900,12154,43,30457.00,11654,95.89,0.12,-0.05
12-May-2021,2.32,2.43,2.21,2.43,2.420219244823386114,5747,28,13909.00,5421,94.33,0.22,0.11
11-May-2021,2.11,2.32,2.11,2.32,2.214532393977068655,7239,22,16031.00,7229,99.86,0.21,0.21
10-May-2021,2.32,2.43,2.21,2.21,2.291097308488612836,9660,25,22132.00,8900,92.13,0.22,-0.11
7-May-2021,2.30,2.32,2.21,2.32,2.240428790199081163,1959,13,4389.00,1959,100.00,0.11,0.02
6-May-2021,2.32,2.32,2.21,2.32,2.230370281027620311,8291,16,18492.00,8291,100.00,0.11,0.00
5-May-2021,2.32,2.32,2.32,2.32,2.319947159841479524,15140,30,35124.00,15140,100.00,0.00,0.00
4-May-2021,2.44,2.44,2.44,2.44,2.439772727272727272,1760,10,4294.00,1760,100.00,0.00,0.00
3-May-2021,2.69,2.69,2.56,2.56,2.563262460787730916,2869,12,7354.00,2869,100.00,0.13,-0.13
30-April-2021,2.63,2.76,2.55,2.69,2.692924819399571641,27547,50,74182.00,27512,99.87,0.21,0.06
29-April-2021,2.55,2.66,2.45,2.63,2.557187405693592193,9941,35,25421.00,8385,84.35,0.21,0.08
28-April-2021,2.56,2.57,2.33,2.55,2.528419737663960024,16010,46,40480.00,15550,97.13,0.24,-0.01
27-April-2021,2.46,2.46,2.25,2.45,2.392844422858993038,30885,51,73903.00,24934,80.73,0.21,-0.01
26-April-2021,2.24,2.35,2.13,2.35,2.318211884026016977,18142,44,42057.00,15586,85.91,0.22,0.11
23-April-2021,2.06,2.25,2.05,2.24,2.198329095532146749,22024,34,48416.00,18428,83.67,0.20,0.18
22-April-2021,2.00,2.19,2.00,2.15,2.117243200422498019,7574,39,16036.00,6451,85.17,0.19,0.15
20-April-2021,1.92,2.12,1.92,2.09,2.086224639811820052,13604,33,28381.00,11336,83.33,0.20,0.17
19-April-2021,2.00,2.10,1.90,2.02,2.047233468286099865,8151,47,16687.00,8151,100.00,0.20,0.02
16-April-2021,1.98,2.06,1.90,2.00,2.022980139336591452,9617,31,19455.00,9617,100.00,0.16,0.02
15-April-2021,1.90,1.98,1.81,1.98,1.889263058970945258,12769,26,24124.00,12269,96.08,0.17,0.08
13-April-2021,1.90,1.91,1.90,1.90,1.900557453695378529,11122,16,21138.00,11122,100.00,0.01,0.00
12-April-2021,1.85,1.85,1.70,1.85,1.708250355618776671,7030,16,12009.00,7030,100.00,0.15,0.00
9-April-2021,1.78,1.78,1.78,1.78,1.779738562091503267,1530,4,2723.00,1530,100.00,0.00,0.00
8-April-2021,1.78,1.86,1.78,1.78,1.790280210157618213,2284,11,4089.00,2284,100.00,0.08,0.00
7-April-2021,1.78,1.78,1.78,1.78,1.779438135086670651,1673,10,2977.00,1673,100.00,0.00,0.00
6-April-2021,1.62,1.70,1.62,1.70,1.697535771065182829,5032,12,8542.00,5032,100.00,0.08,0.08
5-April-2021,1.74,1.82,1.70,1.70,1.701210287443267776,3966,10,6747.00,3966,100.00,0.12,-0.04
1-April-2021,1.74,1.75,1.74,1.74,1.740969581749049429,6312,16,10989.00,6312,100.00,0.01,0.00
31-March-2021,1.75,1.83,1.75,1.83,1.773255813953488372,172,8,305.00,172,100.00,0.08,0.08
30-March-2021,1.83,1.92,1.75,1.75,1.820582877959927140,4392,13,7996.00,4392,100.00,0.17,-0.08
26-March-2021,1.82,1.83,1.73,1.83,1.807363184079601990,5025,11,9082.00,5025,100.00,0.10,0.01
25-March-2021,1.91,1.91,1.82,1.82,1.872106481481481481,1728,12,3235.00,1728,100.00,0.09,-0.09
24-March-2021,2.01,2.01,1.91,1.91,1.995449531163816878,7252,9,14471.00,7252,100.00,0.10,-0.10
23-March-2021,1.99,2.00,1.99,1.99,1.996087265828788238,8434,16,16835.00,8434,100.00,0.01,0.00
22-March-2021,2.19,2.19,2.09,2.09,2.116931021763187015,8133,13,17217.00,8133,100.00,0.10,-0.10
19-March-2021,2.01,2.19,2.01,2.19,2.011956954962136309,15054,17,30288.00,15004,99.67,0.18,0.18
18-March-2021,2.12,2.12,2.11,2.11,2.118315508021390374,2992,8,6338.00,2992,100.00,0.01,-0.01
17-March-2021,2.04,2.22,2.04,2.22,2.185507246376811594,1380,7,3016.00,1380,100.00,0.18,0.18
16-March-2021,2.03,2.12,2.03,2.12,2.119002284843869002,5252,22,11129.00,5202,99.05,0.09,0.09
15-March-2021,2.03,2.13,2.03,2.12,2.110898432826893169,8359,14,17645.00,8359,100.00,0.10,0.09
12-March-2021,1.94,2.03,1.94,2.03,2.015946843853820598,9030,15,18204.00,9030,100.00,0.09,0.09
10-March-2021,2.02,2.04,2.02,2.02,2.032490726748179695,72790,34,147945.00,72790,100.00,0.02,0.00
9-March-2021,2.33,2.34,2.12,2.12,2.304702954501946270,62684,26,144468.00,62684,100.00,0.22,-0.21
8-March-2021,2.23,2.23,2.20,2.23,2.228057014253563390,5332,17,11880.00,5332,100.00,0.03,0.00
5-March-2021,2.13,2.13,2.13,2.13,2.129972819372374598,8094,22,17240.00,8094,100.00,0.00,0.00
4-March-2021,2.03,2.03,2.03,2.03,2.029899835550904470,6689,10,13578.00,6689,100.00,0.00,0.00
3-March-2021,1.94,1.94,1.94,1.94,1.939973711114356652,13694,29,26566.00,13694,100.00,0.00,0.00
2-March-2021,1.85,1.85,1.85,1.85,1.849990025932575304,15039,19,27822.00,15039,100.00,0.00,0.00
1-March-2021,1.77,1.77,1.77,1.77,1.769658119658119658,2340,10,4141.00,2340,100.00,0.00,0.00
26-February-2021,1.61,1.69,1.54,1.69,1.601607347876004592,2613,12,4185.00,2573,98.47,0.15,0.08
25-February-2021,1.61,1.61,1.61,1.61,1.609990205680705190,15315,24,24657.00,15315,100.00,0.00,0.00
24-February-2021,1.61,1.61,1.54,1.54,1.596289187460012795,4689,10,7485.00,4689,100.00,0.07,-0.07
23-February-2021,1.54,1.62,1.54,1.54,1.576470588235294117,2210,8,3484.00,2210,100.00,0.08,0.00
22-February-2021,1.62,1.62,1.62,1.62,1.619919719016557952,7972,14,12914.00,7972,100.00,0.00,0.00
19-February-2021,1.62,1.70,1.62,1.70,1.647738527566853747,3029,16,4991.00,3029,100.00,0.08,0.08
18-February-2021,1.70,1.70,1.65,1.70,1.698572628043660789,8337,13,14161.00,8337,100.00,0.05,0.00
17-February-2021,1.63,1.70,1.55,1.70,1.684274933714052620,4903,17,8258.00,4878,99.49,0.15,0.07
16-February-2021,1.79,1.79,1.63,1.63,1.691668538064226364,4453,12,7533.00,4453,100.00,0.16,-0.16
15-February-2021,1.89,1.89,1.71,1.71,1.788204341153255864,4561,22,8156.00,4561,100.00,0.18,-0.18
12-February-2021,1.75,1.83,1.75,1.80,1.805738278516445066,7145,20,12902.00,7145,100.00,0.08,0.05
11-February-2021,1.79,1.79,1.75,1.75,1.772539573296627666,2906,11,5151.00,2906,100.00,0.04,-0.04
10-February-2021,1.79,1.79,1.72,1.79,1.771579430670339761,4356,20,7717.00,4356,100.00,0.07,0.00
9-February-2021,1.81,1.81,1.66,1.81,1.757208588957055214,6520,29,11457.00,6520,100.00,0.15,0.00
8-February-2021,1.82,1.82,1.73,1.73,1.761819269898264512,5013,26,8832.00,5013,100.00,0.09,-0.09
5-February-2021,1.82,1.89,1.82,1.82,1.819958939569758100,11203,22,20389.00,11203,100.00,0.07,0.00
4-February-2021,1.82,1.82,1.75,1.80,1.805912596401028277,2334,18,4215.00,2334,100.00,0.07,-0.02
3-February-2021,1.91,2.00,1.82,1.82,1.911295911295911295,14430,27,27580.00,13825,95.81,0.18,-0.09
2-February-2021,2.00,2.00,1.90,1.91,1.975930878420078173,4861,24,9605.00,4861,100.00,0.10,-0.09
1-February-2021,2.10,2.10,2.00,2.00,2.006889242183359830,7548,19,15148.00,7548,100.00,0.10,-0.10
29-January-2021,2.00,2.10,1.90,2.10,2.066789215686274509,3264,18,6746.00,3264,100.00,0.20,0.10
28-January-2021,2.00,2.00,2.00,2.00,2.000000000000000000,5849,9,11698.00,5849,100.00,0.00,0.00
27-January-2021,2.02,2.03,2.02,2.02,2.027904835879290008,34761,28,70492.00,34761,100.00,0.01,0.00
25-January-2021,2.12,2.12,2.12,2.12,2.119805481874447391,4524,13,9590.00,4524,100.00,0.00,0.00
22-January-2021,2.23,2.23,2.23,2.23,2.229968083319334789,5953,12,13275.00,5953,100.00,0.00,0.00
21-January-2021,2.34,2.35,2.34,2.34,2.342332374419119274,9038,19,21170.00,9038,100.00,0.01,0.00
20-January-2021,2.46,2.46,2.46,2.46,2.459773631079840929,3269,12,8041.00,3269,100.00,0.00,0.00
19-January-2021,2.69,2.69,2.58,2.58,2.638219544846050870,2988,16,7883.00,2988,100.00,0.11,-0.11
18-January-2021,2.72,2.72,2.71,2.71,2.717309304274937133,4772,24,12967.00,4772,100.00,0.01,-0.01
15-January-2021,2.85,2.85,2.85,2.85,2.849934895833333333,9216,29,26265.00,9216,100.00,0.00,0.00
14-January-2021,3.08,3.08,3.00,3.00,3.040041292582976194,31967,45,97181.00,31967,100.00,0.08,-0.08
13-January-2021,2.81,2.95,2.81,2.95,2.898396357156998614,25255,54,73199.00,25255,100.00,0.14,0.14
12-January-2021,2.68,2.81,2.55,2.81,2.735087283858691155,24174,41,66118.00,24174,100.00,0.26,0.13
11-January-2021,2.68,2.68,2.68,2.68,2.679995838246514531,28834,59,77275.00,27934,96.88,0.00,0.00
8-January-2021,2.55,2.56,2.55,2.56,2.558725540800525550,21311,40,54529.00,20406,95.75,0.01,0.01
7-January-2021,2.32,2.44,2.32,2.44,2.417643690286024292,33179,68,80215.00,27503,82.89,0.12,0.12
6-January-2021,2.25,2.34,2.15,2.33,2.212305025996533795,27696,78,61272.00,23253,83.96,0.19,0.08
5-January-2021,2.25,2.25,2.25,2.25,2.249991883380409726,30801,76,69302.00,30653,99.52,0.00,0.00
4-January-2021,2.08,2.08,1.88,2.08,1.910090652400059444,6729,18,12853.00,6729,100.00,0.20,0.00
1-January-2021,2.06,2.09,1.72,2.08,2.079025360938227698,47238,30,98209.00,47238,100.00,0.37,0.02
31-December-2020,1.59,1.90,1.59,1.90,1.601684717208182912,6648,8,10648.00,6473,97.37,0.31,0.31
30-December-2020,1.75,1.75,1.58,1.75,1.604576475311120032,2491,8,3997.00,2491,100.00,0.17,0.00
29-December-2020,1.85,1.85,1.75,1.75,1.765584750128799587,3882,12,6854.00,3882,100.00,0.10,-0.10
28-December-2020,1.94,1.95,1.94,1.94,1.946534653465346534,1515,8,2949.00,1515,100.00,0.01,0.00
24-December-2020,1.94,1.94,1.94,1.94,1.928571428571428571,70,1,135.00,70,100.00,0.00,0.00
23-December-2020,1.78,1.94,1.61,1.94,1.710795742524075012,9865,19,16877.00,9865,100.00,0.33,0.16
22-December-2020,1.46,1.78,1.46,1.78,1.502822144830070853,8327,13,12514.00,8287,99.52,0.32,0.32
21-December-2020,1.78,1.78,1.46,1.62,1.751908396946564885,1310,7,2295.00,1310,100.00,0.32,-0.16
18-December-2020,1.46,1.62,1.46,1.62,1.500628614533568016,3977,9,5968.00,3977,100.00,0.16,0.16
17-December-2020,1.62,1.62,1.62,1.62,1.619981541301338255,8668,12,14042.00,8168,94.23,0.00,0.00
16-December-2020,1.79,1.79,1.79,1.79,1.787790697674418604,344,5,615.00,344,100.00,0.00,0.00
15-December-2020,1.39,1.79,1.39,1.79,1.553454545454545454,4125,10,6408.00,3250,78.79,0.40,0.40
14-December-2020,1.79,1.79,1.45,1.72,1.546071149998304337,58974,16,91178.00,58974,100.00,0.34,-0.07
11-December-2020,1.70,1.79,1.70,1.79,1.725069078121075106,7962,16,13735.00,6962,87.44,0.09,0.09
10-December-2020,1.44,1.72,1.44,1.70,1.618932689729149906,3729,13,6037.00,3529,94.64,0.28,0.26
9-December-2020,1.05,1.44,1.05,1.44,1.394357583492873856,37608,17,52439.00,37608,100.00,0.39,0.39
8-December-2020,1.40,1.40,1.14,1.20,1.360783388390750353,4238,11,5767.00,4238,100.00,0.26,-0.20
7-December-2020,1.35,1.40,1.13,1.40,1.390553885787891799,11645,12,16193.00,11335,97.34,0.27,0.05
4-December-2020,1.44,1.44,1.18,1.35,1.318418731456980194,12471,17,16442.00,11471,91.98,0.26,-0.09
3-December-2020,1.32,1.33,1.31,1.31,1.317685866531337224,7882,20,10386.00,7882,100.00,0.02,-0.01
2-December-2020,1.10,1.21,1.10,1.21,1.209208604100549090,39702,11,48008.00,39702,100.00,0.11,0.11
1-December-2020,1.10,1.10,1.08,1.10,1.098628818859754630,4157,13,4567.00,4157,100.00,0.02,0.00
27-November-2020,1.10,1.17,1.10,1.10,1.145276872964169381,1535,8,1758.00,1535,100.00,0.07,0.00
26-November-2020,1.11,1.11,1.10,1.10,1.101630434782608695,3680,4,4054.00,3000,81.52,0.01,-0.01
25-November-2020,1.11,1.18,1.01,1.10,1.029114283013517345,10579,8,10887.00,10079,95.27,0.17,-0.01
24-November-2020,1.11,1.11,1.01,1.11,1.095714285714285714,2100,7,2301.00,2100,100.00,0.10,0.00
23-November-2020,1.21,1.21,1.11,1.11,1.209804658151765589,53240,12,64410.00,53239,100.00,0.10,-0.10
20-November-2020,0.90,1.10,0.90,1.10,1.079305650102110279,2938,6,3171.00,2638,89.79,0.20,0.20
18-November-2020,1.11,1.11,1.00,1.00,1.015428571428571428,3500,7,3554.00,3500,100.00,0.11,-0.11
17-November-2020,1.01,1.01,1.01,1.01,1.009945945945945945,9250,5,9342.00,9250,100.00,0.00,0.00
14-November-2020,0.92,0.92,0.92,0.92,0.900000000000000000,30,1,27.00,30,100.00,0.00,0.00
13-November-2020,1.12,1.12,1.01,1.01,1.000000000000000000,41,3,41.00,41,100.00,0.11,-0.11
12-November-2020,1.00,1.12,1.00,1.12,1.116129032258064516,3100,5,3460.00,3100,100.00,0.12,0.12
11-November-2020,1.03,1.03,1.03,1.03,1.029929767693138843,9255,13,9532.00,9255,100.00,0.00,0.00
10-November-2020,0.90,0.94,0.90,0.94,0.930000000000000000,400,3,372.00,400,100.00,0.04,0.04
9-November-2020,1.02,1.02,1.00,1.00,1.008618734406894987,4409,13,4447.00,4409,100.00,0.02,-0.02
6-November-2020,1.01,1.02,1.01,1.02,1.019757267852102737,3543,15,3613.00,3543,100.00,0.01,0.01
5-November-2020,0.97,1.00,0.97,1.00,0.999076212471131639,4330,9,4326.00,4330,100.00,0.03,0.03
4-November-2020,1.03,1.12,0.94,0.96,1.033126293995859213,966,9,998.00,669,69.25,0.18,-0.07
3-November-2020,1.03,1.03,1.03,1.03,1.030000000000000000,100,2,103.00,100,100.00,0.00,0.00
2-November-2020,1.25,1.25,1.03,1.03,1.048406244435211016,33694,25,35325.00,33694,100.00,0.22,-0.22
30-October-2020,1.14,1.14,1.14,1.14,1.139204545454545454,704,3,802.00,704,100.00,0.00,0.00
29-October-2020,1.03,1.04,1.03,1.04,1.033939393939393939,825,4,853.00,825,100.00,0.01,0.01
28-October-2020,0.95,0.95,0.87,0.95,0.941269284712482468,5704,13,5369.00,5196,91.09,0.08,0.00
27-October-2020,0.95,1.00,0.95,0.95,0.949933422103861517,7510,16,7134.00,7510,100.00,0.05,0.00
26-October-2020,1.05,1.05,1.00,1.05,1.008882309400444115,1351,10,1363.00,1351,100.00,0.05,0.00
23-October-2020,1.04,1.23,1.04,1.05,1.049479166666666666,2304,13,2418.00,2204,95.66,0.19,0.01
22-October-2020,0.95,1.14,0.95,1.14,1.025531914893617021,1410,8,1446.00,1400,99.29,0.19,0.19
21-October-2020,1.05,1.05,1.05,1.05,1.049925261584454409,6690,7,7024.00,4190,62.63,0.00,0.00
20-October-2020,0.99,1.09,0.99,1.09,1.071197411003236245,618,4,662.00,618,100.00,0.10,0.10
19-October-2020,1.01,1.10,0.99,1.09,1.014234875444839857,5620,13,5700.00,5008,89.11,0.11,0.08
16-October-2020,0.90,1.10,0.90,1.10,1.099519386293266786,43278,10,47585.00,43278,100.00,0.20,0.20
15-October-2020,0.99,1.10,0.99,1.00,0.996436525612472160,4490,12,4474.00,4300,95.77,0.11,0.01
14-October-2020,1.04,1.10,1.04,1.10,1.086153846153846153,650,5,706.00,650,100.00,0.06,0.06
13-October-2020,1.13,1.25,1.13,1.13,1.129905452661572335,7721,7,8724.00,7721,100.00,0.12,0.00
12-October-2020,1.13,1.25,1.13,1.25,1.172727272727272727,550,3,645.00,550,100.00,0.12,0.12
9-October-2020,1.25,1.28,1.06,1.25,1.211423550087873462,17070,44,20679.00,11162,65.39,0.22,0.00
8-October-2020,1.19,1.19,1.03,1.17,1.087429317094388864,2299,17,2500.00,2297,99.91,0.16,-0.02
7-October-2020,1.14,1.14,1.14,1.14,1.139844617092119866,1802,9,2054.00,1802,100.00,0.00,0.00
6-October-2020,1.15,1.20,1.10,1.20,1.158703780639800581,2407,13,2789.00,2407,100.00,0.10,0.05
5-October-2020,1.15,1.20,1.10,1.15,1.176353810521671997,9067,28,10666.00,9067,100.00,0.10,0.00
1-October-2020,1.15,1.19,1.10,1.15,1.140819964349376114,561,7,640.00,561,100.00,0.09,0.00
30-September-2020,1.20,1.20,1.14,1.14,1.179245283018867924,1802,12,2125.00,1802,100.00,0.06,-0.06
29-September-2020,1.20,1.20,1.20,1.20,1.199829931972789115,1176,12,1411.00,1176,100.00,0.00,0.00
28-September-2020,1.10,1.15,1.05,1.15,1.132424242424242424,3300,14,3737.00,3300,100.00,0.10,0.05
25-September-2020,1.10,1.10,1.00,1.10,1.011273347477016514,24039,25,24310.00,22639,94.18,0.10,0.00
24-September-2020,1.15,1.15,1.05,1.05,1.050000000000000000,2420,9,2541.00,2420,100.00,0.10,-0.10
23-September-2020,1.10,1.10,1.00,1.10,1.016515276630883567,1211,9,1231.00,1211,100.00,0.10,0.00
22-September-2020,1.15,1.15,1.05,1.05,1.097977243994943109,1582,8,1737.00,1582,100.00,0.10,-0.10
21-September-2020,1.05,1.10,1.00,1.10,1.034831161925019941,3761,12,3892.00,3761,100.00,0.10,0.05
18-September-2020,1.15,1.15,1.05,1.05,1.135639758374519494,1821,8,2068.00,1821,100.00,0.10,-0.10
17-September-2020,1.11,1.14,1.07,1.10,1.088795908879590887,2151,15,2342.00,2131,99.07,0.07,-0.01
16-September-2020,1.15,1.15,1.09,1.09,1.129251700680272108,147,7,166.00,147,100.00,0.06,-0.06
15-September-2020,1.20,1.20,1.14,1.14,1.141089108910891089,1212,12,1383.00,1212,100.00,0.06,-0.06
14-September-2020,1.15,1.20,1.15,1.20,1.196506550218340611,1603,15,1918.00,1425,88.90,0.05,0.05
11-September-2020,1.21,1.21,1.15,1.15,1.200000000000000000,810,10,972.00,810,100.00,0.06,-0.06
10-September-2020,1.20,1.26,1.16,1.16,1.200480192076830732,833,7,1000.00,833,100.00,0.10,-0.04
9-September-2020,1.20,1.20,1.20,1.20,1.185185185185185185,54,4,64.00,54,100.00,0.00,0.00
8-September-2020,1.32,1.32,1.20,1.20,1.227460711331679073,2418,15,2968.00,2291,94.75,0.12,-0.12
7-September-2020,1.21,1.26,1.15,1.26,1.222489959839357429,2490,21,3044.00,1891,75.94,0.11,0.05
